5002,5002,3
5002,5003,1
5002,5004,2
5002,5005,8
5002,5006,3
5002,5007,46
5002,6018,1
5002,6026,2
5002,6081,3
5002,6151,1
5002,6262,1
5002,6501,1
5003,5002,3
5003,5003,3
5003,5004,2
5003,5005,5
5003,5006,2
5003,5007,29
5003,6008,2
5003,6024,1
5003,6036,1
5003,6068,1
5003,6112,1
5003,6114,2
5003,6116,1
5003,6901,2
5004,5002,2
5004,5003,2
5004,5004,6
5004,5005,10
5004,5006,1
5004,5007,40
5004,6013,1
5004,6015,1
5004,6078,1
5004,6106,5
5004,6113,2
5004,6119,1
5004,6241,1
5004,6252,1
5004,6391,1
5004,6501,1
5005,5002,2
5005,5003,2
5005,5004,10
5005,5005,5
5005,5006,7
5005,5007,42
5005,6018,1
5005,6048,1
5005,6109,1
5005,6111,1
5005,6114,2
5005,6151,1
5005,6214,1
5005,6217,2
5005,6226,1
5005,6341,1
5005,6362,1
5005,6372,1
5006,5002,4
5006,5003,2
5006,5004,2
5006,5005,5
5006,5006,15
5006,5007,51
5006,6012,1
5006,6053,16
5006,6083,1
5006,6086,1
5006,6106,1
5006,6109,1
5006,6114,2
5006,6123,1
5006,6133,8
5006,6137,1
5006,6152,1
5006,6178,1
5006,6187,1
5006,6413,1
5006,6729,3
5007,5002,19
5007,5003,24
5007,5004,56
5007,5005,58
5007,5006,65
5007,5007,27
5007,6008,1
5007,6011,2
5007,6012,6
5007,6013,2
5007,6015,8
5007,6018,1
5007,6020,1
5007,6023,2
5007,6032,3
5007,6034,1
5007,6043,16
5007,6044,1
5007,6053,1
5007,6064,1
5007,6075,3
5007,6078,2
5007,6098,1
5007,6099,1
5007,6103,1
5007,6106,2
5007,6108,1
5007,6109,6
5007,6112,1
5007,6113,7
5007,6114,18
5007,6116,2
5007,6118,8
5007,6119,14
5007,6121,1
5007,6122,1
5007,6123,7
5007,6128,2
5007,6129,1
5007,6131,1
5007,6132,2
5007,6134,1
5007,6137,1
5007,6148,1
5007,6152,1
5007,6155,1
5007,6166,1
5007,6167,5
5007,6177,1
5007,6186,1
5007,6188,1
5007,6195,1
5007,6214,1
5007,6218,1
5007,6221,1
5007,6223,1
5007,6236,2
5007,6264,1
5007,6307,1
5007,6364,1
5007,6386,1
5007,6393,1
5007,6406,6
5007,6501,9
5007,6504,2
5007,6729,3
5007,6750,3
5007,6901,3
6001,6001,29
6001,6002,7
6001,6004,2
6001,6007,5
6001,6008,5
6001,6009,42
6001,6011,7
6001,6012,6
6001,6013,11
6001,6015,24
6001,6017,2
6001,6018,7
6001,6020,10
6001,6023,12
6001,6024,1
6001,6025,4
6001,6026,17
6001,6027,1
6001,6029,1
6001,6031,4
6001,6032,20
6001,6034,10
6001,6035,4
6001,6036,8
6001,6037,9
6001,6038,5
6001,6039,2
6001,6040,4
6001,6041,6
6001,6042,13
6001,6043,9
6001,6046,5
6001,6048,1
6001,6049,7
6001,6050,17
6001,6052,18
6001,6053,3
6001,6057,5
6001,6058,2
6001,6059,1
6001,6060,1
6001,6061,3
6001,6062,5
6001,6063,3
6001,6064,6
6001,6065,4
6001,6066,3
6001,6067,3
6001,6068,4
6001,6072,1
6001,6073,2
6001,6078,10
6001,6079,4
6001,6080,1
6001,6083,1
6001,6084,4
6001,6085,8
6001,6086,2
6001,6087,2
6001,6092,4
6001,6098,5
6001,6099,2
6001,6100,4
6001,6104,14
6001,6105,6
6001,6106,5
6001,6107,1
6001,6108,8
6001,6111,4
6001,6112,3
6001,6113,3
6001,6114,37
6001,6116,2
6001,6117,7
6001,6118,3
6001,6119,2
6001,6120,2
6001,6121,5
6001,6122,5
6001,6123,5
6001,6126,2
6001,6129,1
6001,6130,2
6001,6131,1
6001,6132,2
6001,6136,3
6001,6137,3
6001,6138,1
6001,6140,5
6001,6143,7
6001,6145,5
6001,6146,5
6001,6147,2
6001,6148,5
6001,6149,1
6001,6150,1
6001,6151,8
6001,6152,3
6001,6153,1
6001,6154,3
6001,6155,1
6001,6156,7
6001,6157,4
6001,6158,1
6001,6159,4
6001,6160,1
6001,6163,3
6001,6164,1
6001,6165,3
6001,6170,1
6001,6171,4
6001,6173,11
6001,6174,4
6001,6176,3
6001,6177,4
6001,6178,3
6001,6180,3
6001,6181,1
6001,6183,3
6001,6184,11
6001,6186,12
6001,6187,1
6001,6188,1
6001,6190,1
6001,6193,1
6001,6196,1
6001,6198,1
6001,6201,1
6001,6203,1
6001,6207,4
6001,6208,1
6001,6209,2
6001,6211,5
6001,6213,1
6001,6214,4
6001,6215,3
6001,6216,2
6001,6217,4
6001,6222,3
6001,6224,3
6001,6225,1
6001,6227,2
6001,6233,1
6001,6237,1
6001,6243,1
6001,6250,1
6001,6258,1
6001,6265,1
6001,6267,3
6001,6268,2
6001,6270,1
6001,6280,1
6001,6281,2
6001,6301,1
6001,6307,1
6001,6309,1
6001,6314,1
6001,6321,1
6001,6323,1
6001,6324,1
6001,6329,2
6001,6334,1
6001,6335,2
6001,6338,1
6001,6340,1
6001,6341,1
6001,6371,1
6001,6372,2
6001,6377,1
6001,6379,1
6001,6380,1
6001,6381,2
6001,6387,2
6001,6388,1
6001,6395,4
6001,6396,1
6001,6397,2
6001,6401,2
6001,6402,2
6001,6406,2
6001,6411,4
6001,6413,2
6001,6418,3
6001,6423,1
6001,6424,1
6001,6425,2
6001,6427,3
6001,6432,1
6001,6700,3
6001,6701,6
6001,6708,4
6001,6710,1
6001,6718,1
6001,6724,4
6001,6727,1
6001,6729,9
6001,6736,2
6001,6738,1
6001,6747,1
6001,6748,1
6001,6749,3
6001,6750,6
6001,6901,6
6001,6902,1
6001,6906,2
6001,6907,1
6001,6908,1
6001,6910,1
6001,6916,2
6001,6929,6
6001,10002,1
6002,5005,1
6002,6001,6
6002,6002,12
6002,6004,12
6002,6007,2
6002,6008,2
6002,6009,13
6002,6012,5
6002,6013,2
6002,6015,14
6002,6018,1
6002,6020,1
6002,6021,7
6002,6023,8
6002,6025,2
6002,6026,20
6002,6031,2
6002,6032,11
6002,6034,6
6002,6035,1
6002,6036,6
6002,6037,1
6002,6038,1
6002,6039,1
6002,6042,2
6002,6043,6
6002,6049,6
6002,6050,3
6002,6052,1
6002,6053,4
6002,6059,2
6002,6060,1
6002,6061,2
6002,6062,1
6002,6064,2
6002,6070,1
6002,6073,5
6002,6076,4
6002,6078,8
6002,6083,3
6002,6085,2
6002,6092,1
6002,6095,1
6002,6097,6
6002,6099,1
6002,6100,1
6002,6103,1
6002,6104,27
6002,6105,5
6002,6106,43
6002,6108,3
6002,6110,12
6002,6111,10
6002,6112,4
6002,6113,6
6002,6114,76
6002,6115,1
6002,6116,5
6002,6118,5
6002,6119,5
6002,6120,5
6002,6122,3
6002,6123,1
6002,6124,1
6002,6126,2
6002,6130,10
6002,6132,3
6002,6133,1
6002,6134,1
6002,6141,1
6002,6145,2
6002,6146,1
6002,6149,1
6002,6151,2
6002,6152,1
6002,6153,1
6002,6155,1
6002,6159,1
6002,6161,1
6002,6164,1
6002,6174,2
6002,6175,2
6002,6178,1
6002,6180,4
6002,6191,1
6002,6197,1
6002,6204,1
6002,6205,2
6002,6248,1
6002,6265,1
6002,6269,2
6002,6346,20
6002,6355,5
6002,6373,1
6002,6376,1
6002,6377,1
6002,6380,1
6002,6381,2
6002,6384,8
6002,6386,46
6002,6387,4
6002,6388,5
6002,6391,17
6002,6393,9
6002,6394,15
6002,6395,7
6002,6396,2
6002,6397,9
6002,6398,8
6002,6403,1
6002,6413,3
6002,6417,2
6002,6427,2
6002,6501,5
6002,6700,9
6002,6701,2
6002,6702,8
6002,6708,2
6002,6720,2
6002,6721,2
6002,6722,1
6002,6731,1
6002,6738,8
6002,6743,1
6002,6748,1
6002,6749,8
6002,6901,14
6002,6902,6
6002,6905,1
6003,5005,1
6003,5006,1
6003,6001,1
6003,6003,22
6003,6004,2
6003,6005,1
6003,6007,12
6003,6008,13
6003,6009,14
6003,6011,2
6003,6012,2
6003,6013,16
6003,6015,6
6003,6017,3
6003,6018,9
6003,6019,1
6003,6020,14
6003,6022,1
6003,6023,5
6003,6024,2
6003,6025,2
6003,6026,10
6003,6027,9
6003,6029,1
6003,6032,8
6003,6034,3
6003,6036,15
6003,6037,1
6003,6038,2
6003,6039,2
6003,6040,13
6003,6042,1
6003,6043,3
6003,6044,5
6003,6046,2
6003,6049,5
6003,6050,3
6003,6052,1
6003,6053,1
6003,6057,2
6003,6058,2
6003,6059,4
6003,6061,12
6003,6063,23
6003,6064,16
6003,6065,3
6003,6066,4
6003,6067,7
6003,6068,3
6003,6070,1
6003,6072,8
6003,6073,14
6003,6078,19
6003,6079,2
6003,6080,1
6003,6081,3
6003,6083,2
6003,6084,1
6003,6085,1
6003,6086,2
6003,6088,1
6003,6090,3
6003,6091,3
6003,6092,4
6003,6094,3
6003,6095,4
6003,6097,1
6003,6098,2
6003,6099,3
6003,6100,4
6003,6103,1
6003,6104,1
6003,6106,2
6003,6107,3
6003,6108,3
6003,6109,3
6003,6110,3
6003,6111,8
6003,6112,8
6003,6113,2
6003,6114,2
6003,6116,5
6003,6117,9
6003,6118,6
6003,6119,8
6003,6120,1
6003,6123,1
6003,6124,1
6003,6126,1
6003,6127,1
6003,6131,3
6003,6132,36
6003,6138,6
6003,6140,3
6003,6142,2
6003,6143,2
6003,6145,6
6003,6146,6
6003,6147,6
6003,6148,2
6003,6149,1
6003,6150,3
6003,6151,1
6003,6154,3
6003,6155,3
6003,6156,4
6003,6157,3
6003,6158,1
6003,6159,3
6003,6160,1
6003,6163,2
6003,6164,1
6003,6165,6
6003,6171,1
6003,6173,1
6003,6174,2
6003,6175,2
6003,6176,3
6003,6178,4
6003,6179,2
6003,6180,1
6003,6181,5
6003,6184,2
6003,6186,3
6003,6187,1
6003,6192,1
6003,6193,6
6003,6194,4
6003,6195,1
6003,6196,6
6003,6198,4
6003,6199,5
6003,6200,2
6003,6202,2
6003,6203,1
6003,6204,3
6003,6206,1
6003,6209,3
6003,6211,2
6003,6212,3
6003,6213,5
6003,6214,5
6003,6215,1
6003,6216,7
6003,6217,4
6003,6218,2
6003,6219,1
6003,6221,2
6003,6222,1
6003,6223,4
6003,6224,2
6003,6227,3
6003,6230,2
6003,6231,1
6003,6232,1
6003,6233,1
6003,6236,2
6003,6237,2
6003,6243,5
6003,6246,1
6003,6247,1
6003,6250,2
6003,6253,1
6003,6254,7
6003,6255,3
6003,6257,1
6003,6258,1
6003,6259,2
6003,6260,2
6003,6271,1
6003,6272,1
6003,6273,1
6003,6274,2
6003,6275,3
6003,6276,1
6003,6280,3
6003,6307,1
6003,6310,1
6003,6312,1
6003,6313,2
6003,6315,1
6003,6316,1
6003,6324,1
6003,6329,1
6003,6330,1
6003,6336,3
6003,6344,1
6003,6349,3
6003,6361,1
6003,6364,11
6003,6368,2
6003,6371,3
6003,6374,1
6003,6380,1
6003,6381,1
6003,6384,1
6003,6385,2
6003,6386,1
6003,6388,2
6003,6393,17
6003,6395,1
6003,6398,1
6003,6409,1
6003,6410,5
6003,6411,4
6003,6413,5
6003,6418,3
6003,6421,1
6003,6424,1
6003,6427,1
6003,6432,2
6003,6434,2
6003,6700,1
6003,6707,1
6003,6708,9
6003,6709,1
6003,6711,1
6003,6721,1
6003,6725,2
6003,6727,1
6003,6728,1
6003,6729,6
6003,6734,2
6003,6743,1
6003,6745,1
6003,6746,1
6003,6747,1
6003,6748,4
6003,6749,2
6003,6901,5
6003,6902,16
6003,6906,1
6003,6908,1
6003,6910,1
6003,6912,4
6003,6915,2
6003,6927,4
6003,6928,8
6003,6929,2
6004,5004,1
6004,6001,2
6004,6002,5
6004,6003,1
6004,6004,10
6004,6005,1
6004,6007,23
6004,6008,5
6004,6009,34
6004,6011,7
6004,6012,19
6004,6013,6
6004,6015,18
6004,6017,5
6004,6018,9
6004,6019,3
6004,6020,8
6004,6021,5
6004,6023,3
6004,6025,1
6004,6026,13
6004,6027,4
6004,6029,2
6004,6031,7
6004,6032,23
6004,6034,10
6004,6035,3
6004,6036,4
6004,6037,2
6004,6038,2
6004,6039,7
6004,6040,12
6004,6041,3
6004,6042,46
6004,6043,19
6004,6046,21
6004,6047,1
6004,6049,2
6004,6050,8
6004,6052,2
6004,6053,2
6004,6057,1
6004,6062,1
6004,6063,3
6004,6064,8
6004,6066,1
6004,6067,5
6004,6070,3
6004,6072,1
6004,6073,2
6004,6076,2
6004,6078,1
6004,6081,3
6004,6083,5
6004,6084,1
6004,6085,8
6004,6086,5
6004,6087,2
6004,6090,1
6004,6092,4
6004,6093,2
6004,6094,1
6004,6095,2
6004,6097,1
6004,6098,6
6004,6099,7
6004,6100,6
6004,6104,22
6004,6105,11
6004,6106,4
6004,6107,1
6004,6108,1
6004,6109,1
6004,6111,4
6004,6112,8
6004,6113,9
6004,6114,16
6004,6116,23
6004,6117,1
6004,6118,5
6004,6119,1
6004,6121,1
6004,6122,2
6004,6123,1
6004,6125,3
6004,6126,12
6004,6128,1
6004,6131,1
6004,6132,3
6004,6133,1
6004,6136,3
6004,6137,2
6004,6138,1
6004,6140,11
6004,6141,1
6004,6142,2
6004,6143,6
6004,6145,7
6004,6146,3
6004,6147,1
6004,6149,1
6004,6150,1
6004,6151,1
6004,6152,1
6004,6153,1
6004,6154,8
6004,6155,3
6004,6156,1
6004,6157,3
6004,6158,1
6004,6159,5
6004,6163,3
6004,6164,1
6004,6165,4
6004,6166,2
6004,6169,1
6004,6170,1
6004,6171,8
6004,6173,4
6004,6174,5
6004,6175,5
6004,6176,1
6004,6177,2
6004,6179,1
6004,6180,13
6004,6182,2
6004,6183,15
6004,6184,3
6004,6186,7
6004,6187,2
6004,6188,1
6004,6189,1
6004,6190,3
6004,6196,1
6004,6201,1
6004,6203,9
6004,6204,1
6004,6205,2
6004,6206,1
6004,6207,5
6004,6208,1
6004,6209,8
6004,6211,10
6004,6213,5
6004,6217,5
6004,6218,4
6004,6220,4
6004,6221,2
6004,6222,6
6004,6223,2
6004,6224,2
6004,6225,1
6004,6227,7
6004,6230,1
6004,6231,2
6004,6233,1
6004,6236,1
6004,6237,12
6004,6248,1
6004,6250,2
6004,6254,1
6004,6255,1
6004,6260,1
6004,6262,5
6004,6267,5
6004,6268,2
6004,6269,1
6004,6270,4
6004,6271,1
6004,6273,1
6004,6274,1
6004,6279,1
6004,6280,2
6004,6281,1
6004,6303,4
6004,6315,3
6004,6335,2
6004,6338,7
6004,6341,1
6004,6344,2
6004,6355,1
6004,6361,1
6004,6362,1
6004,6364,1
6004,6371,2
6004,6386,2
6004,6387,6
6004,6388,2
6004,6391,1
6004,6393,2
6004,6394,3
6004,6395,8
6004,6397,11
6004,6398,1
6004,6401,1
6004,6403,1
6004,6405,3
6004,6406,1
6004,6413,1
6004,6414,1
6004,6417,2
6004,6420,1
6004,6425,1
6004,6427,11
6004,6434,1
6004,6435,1
6004,6501,3
6004,6700,8
6004,6701,9
6004,6708,3
6004,6716,1
6004,6720,3
6004,6721,1
6004,6722,1
6004,6724,6
6004,6725,2
6004,6727,1
6004,6729,10
6004,6738,3
6004,6743,1
6004,6748,7
6004,6749,3
6004,6750,2
6004,6901,5
6004,6902,11
6004,6903,1
6004,6926,6
6004,6929,2
6004,10002,1
6005,6001,3
6005,6003,2
6005,6004,4
6005,6005,4
6005,6009,3
6005,6012,2
6005,6013,1
6005,6015,2
